actual_date,airlineCode,arrival,bookingClass,brandId,cabinClass,currency,departure,destination,fareBasis,flightNumber,operatingFlightNumber,origin,price,raw_offer,requested_date,seatsRemaining,shoppingBasketHashCode,soldout,source,task_cabin,task_destination,task_origin,task_requested_date
2025-12-11,,,,EF,,,,YYZ,,,,DAC,,"{'shoppingBasketHashCode': 148846510, 'brandId': 'EF', 'soldout': True, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 0, 'lowAvailability': False}, 'itineraryPart': [{'@ref': '30'}], 'offerInformation': {'discounted': False, 'negotiated': False, 'negotiatedType': 'NONE'}, 'advisories': [], 'taxes': {'alternatives': []}, 'fare': {'alternatives': []}, 'total': {'alternatives': []}}",2025-12-11,0,148846510,True,exact,Economy,YYZ,DAC,2025-12-11
2025-12-11,,,,PE,,,,YYZ,,,,DAC,,"{'shoppingBasketHashCode': 148846510, 'brandId': 'PE', 'soldout': True, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 0, 'lowAvailability': False}, 'itineraryPart': [{'@ref': '30'}], 'offerInformation': {'discounted': False, 'negotiated': False, 'negotiatedType': 'NONE'}, 'advisories': [], 'taxes': {'alternatives': []}, 'fare': {'alternatives': []}, 'total': {'alternatives': []}}",2025-12-11,0,148846510,True,exact,Economy,YYZ,DAC,2025-12-11
2025-12-11,,,,BS,,,,YYZ,,,,DAC,,"{'shoppingBasketHashCode': 148846510, 'brandId': 'BS', 'soldout': True, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 0, 'lowAvailability': False}, 'itineraryPart': [{'@ref': '30'}], 'offerInformation': {'discounted': False, 'negotiated': False, 'negotiatedType': 'NONE'}, 'advisories': [], 'taxes': {'alternatives': []}, 'fare': {'alternatives': []}, 'total': {'alternatives': []}}",2025-12-11,0,148846510,True,exact,Economy,YYZ,DAC,2025-12-11
2025-12-11,,,,BF,,,,YYZ,,,,DAC,,"{'shoppingBasketHashCode': 148846510, 'brandId': 'BF', 'soldout': True, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 0, 'lowAvailability': False}, 'itineraryPart': [{'@ref': '30'}], 'offerInformation': {'discounted': False, 'negotiated': False, 'negotiatedType': 'NONE'}, 'advisories': [], 'taxes': {'alternatives': []}, 'fare': {'alternatives': []}, 'total': {'alternatives': []}}",2025-12-11,0,148846510,True,exact,Economy,YYZ,DAC,2025-12-11
2025-12-11,,,,ZB,,,,YYZ,,,,DAC,,"{'shoppingBasketHashCode': 148846510, 'brandId': 'ZB', 'soldout': True, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 0, 'lowAvailability': False}, 'itineraryPart': [{'@ref': '30'}], 'offerInformation': {'discounted': False, 'negotiated': False, 'negotiatedType': 'NONE'}, 'advisories': [], 'taxes': {'alternatives': []}, 'fare': {'alternatives': []}, 'total': {'alternatives': []}}",2025-12-11,0,148846510,True,exact,Economy,YYZ,DAC,2025-12-11
2025-12-09,BG,2025-12-09T13:40:00,K,EV,Economy,BDT,2025-12-09T03:55:00,YYZ,KLBDO,305,305,DAC,91334,"{'brandId': 'EV', 'soldout': False, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 9, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '36', 'segments': [{'@type': 'Segment', '@id': '37', 'segmentOfferInformation': {'flightsMiles': 8804, 'awardFare': False}, 'duration': 1245, 'cabinClass': 'Economy', 'equipment': '789', 'flight': {'flightNumber': 305, 'operatingFlightNumber': 305, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [{'airport': 'IST', 'arrival': '2025-12-09T09:40:00', 'departure': '2025-12-09T10:45:00', 'elapsedTime': 525, 'duration': 65}], 'departureTerminal': '2', 'arrivalTerminal': '3'}, 'origin': 'DAC', 'destination': 'YYZ', 'departure': '2025-12-09T03:55:00', 'arrival': '2025-12-09T13:40:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '-05:00', 'bookingClass': 'K', 'layoverDuration': 65, 'fareBasis': 'KLBDO', 'subjectToGovernmentApproval': False, 'fareComponentBeginAirport': 'DAC', 'fareComponentEndAirport': 'YYZ', 'fareComponentDirectionality': 'FROM', 'meals': [{'passengerType': 'ADT', 'mealCode': 'M'}], 'segmentRef': '3649485538423063358'}], 'stops': 1, 'totalDuration': 1245, 'connectionInformations': [], 'bookingClass': 'K', 'programIDs': ['152791'], 'programCodes': ['P39']}], 'cabinClass': 'Economy', 'offerInformation': {'discounted': False, 'negotiated': True, 'negotiatedType': 'OTHER'}, 'status': 'AVAILABLE', 'departureDates': ['2025-12-09'], 'taxes': {'alternatives': [[{'amount': 14014, 'currency': 'BDT'}]]}, 'fare': {'alternatives': [[{'amount': 77320, 'currency': 'BDT'}]]}, 'total': {'alternatives': [[{'amount': 91334, 'currency': 'BDT'}]]}}",2025-12-11,9,,False,alternate,Economy,YYZ,DAC,2025-12-11
2025-12-11,BG,2025-12-11T13:40:00,K,EV,Economy,BDT,2025-12-11T03:55:00,YYZ,KLBDO,305,305,DAC,91334,"{'brandId': 'EV', 'soldout': False, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 9, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '38', 'segments': [{'@type': 'Segment', '@id': '39', 'segmentOfferInformation': {'flightsMiles': 8804, 'awardFare': False}, 'duration': 1245, 'cabinClass': 'Economy', 'equipment': '789', 'flight': {'flightNumber': 305, 'operatingFlightNumber': 305, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [{'airport': 'IST', 'arrival': '2025-12-11T09:40:00', 'departure': '2025-12-11T10:45:00', 'elapsedTime': 525, 'duration': 65}], 'departureTerminal': '2', 'arrivalTerminal': '3'}, 'origin': 'DAC', 'destination': 'YYZ', 'departure': '2025-12-11T03:55:00', 'arrival': '2025-12-11T13:40:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '-05:00', 'bookingClass': 'K', 'layoverDuration': 65, 'fareBasis': 'KLBDO', 'subjectToGovernmentApproval': False, 'fareComponentBeginAirport': 'DAC', 'fareComponentEndAirport': 'YYZ', 'fareComponentDirectionality': 'FROM', 'meals': [{'passengerType': 'ADT', 'mealCode': 'M'}], 'segmentRef': '658658590642070391'}], 'stops': 1, 'totalDuration': 1245, 'connectionInformations': [], 'bookingClass': 'K', 'programIDs': ['152791'], 'programCodes': ['P39']}], 'cabinClass': 'Economy', 'offerInformation': {'discounted': False, 'negotiated': True, 'negotiatedType': 'OTHER'}, 'status': 'AVAILABLE', 'departureDates': ['2025-12-11'], 'taxes': {'alternatives': [[{'amount': 14014, 'currency': 'BDT'}]]}, 'fare': {'alternatives': [[{'amount': 77320, 'currency': 'BDT'}]]}, 'total': {'alternatives': [[{'amount': 91334, 'currency': 'BDT'}]]}}",2025-12-11,9,,False,alternate,Economy,YYZ,DAC,2025-12-11
2025-12-13,BG,2025-12-13T13:40:00,K,EV,Economy,BDT,2025-12-13T03:55:00,YYZ,KLBDO,305,305,DAC,91334,"{'brandId': 'EV', 'soldout': False, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 9, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '40', 'segments': [{'@type': 'Segment', '@id': '41', 'segmentOfferInformation': {'flightsMiles': 8804, 'awardFare': False}, 'duration': 1245, 'cabinClass': 'Economy', 'equipment': '789', 'flight': {'flightNumber': 305, 'operatingFlightNumber': 305, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [{'airport': 'IST', 'arrival': '2025-12-13T09:40:00', 'departure': '2025-12-13T10:45:00', 'elapsedTime': 525, 'duration': 65}], 'departureTerminal': '2', 'arrivalTerminal': '3'}, 'origin': 'DAC', 'destination': 'YYZ', 'departure': '2025-12-13T03:55:00', 'arrival': '2025-12-13T13:40:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '-05:00', 'bookingClass': 'K', 'layoverDuration': 65, 'fareBasis': 'KLBDO', 'subjectToGovernmentApproval': False, 'fareComponentBeginAirport': 'DAC', 'fareComponentEndAirport': 'YYZ', 'fareComponentDirectionality': 'FROM', 'meals': [{'passengerType': 'ADT', 'mealCode': 'M'}], 'segmentRef': '14117468725370104'}], 'stops': 1, 'totalDuration': 1245, 'connectionInformations': [], 'bookingClass': 'K', 'programIDs': ['152791'], 'programCodes': ['P39']}], 'cabinClass': 'Economy', 'offerInformation': {'discounted': False, 'negotiated': True, 'negotiatedType': 'OTHER'}, 'status': 'AVAILABLE', 'departureDates': ['2025-12-13'], 'taxes': {'alternatives': [[{'amount': 14014, 'currency': 'BDT'}]]}, 'fare': {'alternatives': [[{'amount': 77320, 'currency': 'BDT'}]]}, 'total': {'alternatives': [[{'amount': 91334, 'currency': 'BDT'}]]}}",2025-12-11,9,,False,alternate,Economy,YYZ,DAC,2025-12-11
2025-12-15,AC,2025-12-16T06:00:00,,EV,,,2025-12-15T23:55:00,YYZ,,5840,447,DAC,,"{'shoppingBasketHashCode': -1703541767, 'brandId': 'EV', 'soldout': True, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 0, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '1', 'segments': [{'@type': 'Segment', '@id': '2', 'segmentOfferInformation': {'flightsMiles': 1791, 'awardFare': False}, 'duration': 245, 'equipment': '787', 'flight': {'flightNumber': 5840, 'operatingFlightNumber': 447, 'airlineCode': 'AC', 'operatingAirlineCode': 'SQ', 'stopAirports': [], 'advisories': [], 'departureTerminal': '2', 'arrivalTerminal': '0'}, 'origin': 'DAC', 'destination': 'SIN', 'departure': '2025-12-15T23:55:00', 'arrival': '2025-12-16T06:00:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '+08:00', 'layoverDuration': 0, 'subjectToGovernmentApproval': False, 'segmentRef': '2662114936970551707'}, {'@type': 'Segment', '@id': '3', 'segmentOfferInformation': {'flightsMiles': 7966, 'awardFare': False}, 'duration': 840, 'equipment': '789', 'flight': {'flightNumber': 20, 'operatingFlightNumber': 20, 'airlineCode': 'AC', 'operatingAirlineCode': 'AC', 'stopAirports': [], 'advisories': [], 'departureTerminal': '2', 'arrivalTerminal': 'M'}, 'origin': 'SIN', 'destination': 'YVR', 'departure': '2025-12-16T08:50:00', 'arrival': '2025-12-16T06:50:00', 'departureGMTOffset': '+08:00', 'arrivalGMTOffset': '-07:00', 'layoverDuration': 0, 'subjectToGovernmentApproval': False, 'segmentRef': '2967317210387163780'}, {'@type': 'Segment', '@id': '4', 'segmentOfferInformation': {'flightsMiles': 2085, 'awardFare': False}, 'duration': 264, 'equipment': '789', 'flight': {'flightNumber': 104, 'operatingFlightNumber': 104, 'airlineCode': 'AC', 'operatingAirlineCode': 'AC', 'stopAirports': [], 'advisories': [], 'departureTerminal': 'M', 'arrivalTerminal': '1'}, 'origin': 'YVR', 'destination': 'YYZ', 'departure': '2025-12-16T08:45:00', 'arrival': '2025-12-16T16:09:00', 'departureGMTOffset': '-07:00', 'arrivalGMTOffset': '-05:00', 'layoverDuration': 0, 'subjectToGovernmentApproval': False, 'segmentRef': '1118045125865950422'}], 'stops': 2, 'totalDuration': 1634, 'connectionInformations': [{'@id': '5', 'duration': 170, 'changeOfAirport': False}, {'@id': '6', 'duration': 115, 'changeOfAirport': False}], 'bookingClass': 'ASSORTED', 'advisories': []}], 'identicalOffersRefs': [-1703541767], 'offerInformation': {'discounted': False, 'negotiated': False, 'negotiatedType': 'NONE'}, 'advisories': [], 'taxes': {'alternatives': []}, 'fare': {'alternatives': []}, 'total': {'alternatives': []}}",2025-12-15,0,-1703541767,True,exact,Economy,YYZ,DAC,2025-12-15
2025-12-15,,,,EV,,,,YYZ,,,,DAC,,"{'shoppingBasketHashCode': 1298404465, 'brandId': 'EV', 'soldout': True, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 0, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '7', 'segments': [{'@ref': '2'}, {'@ref': '3'}, {'@type': 'Segment', '@id': '8', 'segmentOfferInformation': {'flightsMiles': 2085, 'awardFare': False}, 'duration': 275, 'equipment': '321', 'flight': {'flightNumber': 108, 'operatingFlightNumber': 108, 'airlineCode': 'AC', 'operatingAirlineCode': 'AC', 'stopAirports': [], 'advisories': [], 'departureTerminal': 'M', 'arrivalTerminal': '1'}, 'origin': 'YVR', 'destination': 'YYZ', 'departure': '2025-12-16T10:20:00', 'arrival': '2025-12-16T17:55:00', 'departureGMTOffset': '-07:00', 'arrivalGMTOffset': '-05:00', 'layoverDuration': 0, 'subjectToGovernmentApproval': False, 'segmentRef': '3018339416019624266'}], 'stops': 2, 'totalDuration': 1740, 'connectionInformations': [{'@id': '9', 'duration': 170, 'changeOfAirport': False}, {'@id': '10', 'duration': 210, 'changeOfAirport': False}], 'bookingClass': 'ASSORTED', 'advisories': []}], 'offerInformation': {'discounted': False, 'negotiated': False, 'negotiatedType': 'NONE'}, 'advisories': [], 'taxes': {'alternatives': []}, 'fare': {'alternatives': []}, 'total': {'alternatives': []}}",2025-12-15,0,1298404465,True,exact,Economy,YYZ,DAC,2025-12-15
2025-12-15,,,,EV,,,,YYZ,,,,DAC,,"{'shoppingBasketHashCode': -1253350623, 'brandId': 'EV', 'soldout': True, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 0, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '11', 'segments': [{'@ref': '2'}, {'@ref': '3'}, {'@type': 'Segment', '@id': '12', 'segmentOfferInformation': {'flightsMiles': 2085, 'awardFare': False}, 'duration': 269, 'equipment': '77L', 'flight': {'flightNumber': 34, 'operatingFlightNumber': 34, 'airlineCode': 'AC', 'operatingAirlineCode': 'AC', 'stopAirports': [], 'advisories': [], 'departureTerminal': 'M', 'arrivalTerminal': '1'}, 'origin': 'YVR', 'destination': 'YYZ', 'departure': '2025-12-16T09:30:00', 'arrival': '2025-12-16T16:59:00', 'departureGMTOffset': '-07:00', 'arrivalGMTOffset': '-05:00', 'layoverDuration': 0, 'subjectToGovernmentApproval': False, 'segmentRef': '2299370768524882716'}], 'stops': 2, 'totalDuration': 1684, 'connectionInformations': [{'@id': '13', 'duration': 170, 'changeOfAirport': False}, {'@id': '14', 'duration': 160, 'changeOfAirport': False}], 'bookingClass': 'ASSORTED', 'advisories': []}], 'offerInformation': {'discounted': False, 'negotiated': False, 'negotiatedType': 'NONE'}, 'advisories': [], 'taxes': {'alternatives': []}, 'fare': {'alternatives': []}, 'total': {'alternatives': []}}",2025-12-15,0,-1253350623,True,exact,Economy,YYZ,DAC,2025-12-15
2025-12-15,,,,EV,,,,YYZ,,,,DAC,,"{'shoppingBasketHashCode': 359671788, 'brandId': 'EV', 'soldout': True, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 0, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '15', 'segments': [{'@ref': '2'}, {'@type': 'Segment', '@id': '16', 'segmentOfferInformation': {'flightsMiles': 2862, 'awardFare': False}, 'duration': 370, 'equipment': '787', 'flight': {'flightNumber': 5879, 'operatingFlightNumber': 600, 'airlineCode': 'AC', 'operatingAirlineCode': 'SQ', 'stopAirports': [], 'advisories': [], 'departureTerminal': '2', 'arrivalTerminal': '1'}, 'origin': 'SIN', 'destination': 'ICN', 'departure': '2025-12-16T08:30:00', 'arrival': '2025-12-16T15:40:00', 'departureGMTOffset': '+08:00', 'arrivalGMTOffset': '+09:00', 'layoverDuration': 0, 'subjectToGovernmentApproval': False, 'segmentRef': '4362709764656814777'}, {'@type': 'Segment', '@id': '17', 'segmentOfferInformation': {'flightsMiles': 6617, 'awardFare': False}, 'duration': 795, 'equipment': '789', 'flight': {'flightNumber': 62, 'operatingFlightNumber': 62, 'airlineCode': 'AC', 'operatingAirlineCode': 'AC', 'stopAirports': [], 'advisories': [], 'departureTerminal': '1', 'arrivalTerminal': '1'}, 'origin': 'ICN', 'destination': 'YYZ', 'departure': '2025-12-16T20:10:00', 'arrival': '2025-12-16T19:25:00', 'departureGMTOffset': '+09:00', 'arrivalGMTOffset': '-05:00', 'layoverDuration': 0, 'subjectToGovernmentApproval': False, 'segmentRef': '15183343595202528'}], 'stops': 2, 'totalDuration': 1830, 'connectionInformations': [{'@id': '18', 'duration': 150, 'changeOfAirport': False}, {'@id': '19', 'duration': 270, 'changeOfAirport': False}], 'bookingClass': 'ASSORTED', 'advisories': []}], 'offerInformation': {'discounted': False, 'negotiated': False, 'negotiatedType': 'NONE'}, 'advisories': [], 'taxes': {'alternatives': []}, 'fare': {'alternatives': []}, 'total': {'alternatives': []}}",2025-12-15,0,359671788,True,exact,Economy,YYZ,DAC,2025-12-15
2025-12-15,BG,2025-12-16T00:30:00,,EV,,,2025-12-15T20:40:00,YYZ,,347,347,DAC,,"{'shoppingBasketHashCode': 662277567, 'brandId': 'EV', 'soldout': True, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 0, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '20', 'segments': [{'@type': 'Segment', '@id': '21', 'segmentOfferInformation': {'flightsMiles': 2202, 'awardFare': False}, 'duration': 350, 'equipment': '788', 'flight': {'flightNumber': 347, 'operatingFlightNumber': 347, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [], 'advisories': [], 'departureTerminal': '2', 'arrivalTerminal': '1'}, 'origin': 'DAC', 'destination': 'DXB', 'departure': '2025-12-15T20:40:00', 'arrival': '2025-12-16T00:30:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '+04:00', 'layoverDuration': 0, 'subjectToGovernmentApproval': False, 'segmentRef': '2611959243995856139'}, {'@type': 'Segment', '@id': '22', 'segmentOfferInformation': {'flightsMiles': 2702, 'awardFare': False}, 'duration': 420, 'equipment': '32Q', 'flight': {'flightNumber': 857, 'operatingFlightNumber': 857, 'airlineCode': 'AZ', 'operatingAirlineCode': 'AZ', 'stopAirports': [], 'advisories': [], 'departureTerminal': '1', 'arrivalTerminal': '3'}, 'origin': 'DXB', 'destination': 'FCO', 'departure': '2025-12-16T01:50:00', 'arrival': '2025-12-16T05:50:00', 'departureGMTOffset': '+04:00', 'arrivalGMTOffset': '+01:00', 'layoverDuration': 0, 'subjectToGovernmentApproval': False, 'segmentRef': '3469373177572903555'}, {'@type': 'Segment', '@id': '23', 'segmentOfferInformation': {'flightsMiles': 4415, 'awardFare': False}, 'duration': 575, 'equipment': '789', 'flight': {'flightNumber': 891, 'operatingFlightNumber': 891, 'airlineCode': 'AC', 'operatingAirlineCode': 'AC', 'stopAirports': [], 'advisories': [], 'departureTerminal': '3', 'arrivalTerminal': '1'}, 'origin': 'FCO', 'destination': 'YYZ', 'departure': '2025-12-16T13:10:00', 'arrival': '2025-12-16T16:45:00', 'departureGMTOffset': '+01:00', 'arrivalGMTOffset': '-05:00', 'layoverDuration': 0, 'subjectToGovernmentApproval': False, 'segmentRef': '1141601551259366350'}], 'stops': 2, 'totalDuration': 1865, 'connectionInformations': [{'@id': '24', 'duration': 80, 'changeOfAirport': False}, {'@id': '25', 'duration': 440, 'changeOfAirport': False}], 'bookingClass': 'ASSORTED', 'advisories': []}], 'offerInformation': {'discounted': False, 'negotiated': False, 'negotiatedType': 'NONE'}, 'advisories': [], 'taxes': {'alternatives': []}, 'fare': {'alternatives': []}, 'total': {'alternatives': []}}",2025-12-15,0,662277567,True,exact,Economy,YYZ,DAC,2025-12-15
2025-12-15,,,,EV,,,,YYZ,,,,DAC,,"{'shoppingBasketHashCode': -1703541767, 'brandId': 'EV', 'soldout': True, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 0, 'lowAvailability': False}, 'itineraryPart': [{'@ref': '1'}], 'identicalOffersRefs': [-1703541767], 'offerInformation': {'discounted': False, 'negotiated': False, 'negotiatedType': 'NONE'}, 'advisories': [], 'taxes': {'alternatives': []}, 'fare': {'alternatives': []}, 'total': {'alternatives': []}}",2025-12-15,0,-1703541767,True,exact,Economy,YYZ,DAC,2025-12-15
2025-12-13,BG,2025-12-13T13:40:00,K,EV,Economy,BDT,2025-12-13T03:55:00,YYZ,KLBDO,305,305,DAC,91334,"{'brandId': 'EV', 'soldout': False, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 9, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '26', 'segments': [{'@type': 'Segment', '@id': '27', 'segmentOfferInformation': {'flightsMiles': 8804, 'awardFare': False}, 'duration': 1245, 'cabinClass': 'Economy', 'equipment': '789', 'flight': {'flightNumber': 305, 'operatingFlightNumber': 305, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [{'airport': 'IST', 'arrival': '2025-12-13T09:40:00', 'departure': '2025-12-13T10:45:00', 'elapsedTime': 525, 'duration': 65}], 'departureTerminal': '2', 'arrivalTerminal': '3'}, 'origin': 'DAC', 'destination': 'YYZ', 'departure': '2025-12-13T03:55:00', 'arrival': '2025-12-13T13:40:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '-05:00', 'bookingClass': 'K', 'layoverDuration': 65, 'fareBasis': 'KLBDO', 'subjectToGovernmentApproval': False, 'fareComponentBeginAirport': 'DAC', 'fareComponentEndAirport': 'YYZ', 'fareComponentDirectionality': 'FROM', 'meals': [{'passengerType': 'ADT', 'mealCode': 'M'}], 'segmentRef': '3653130825708560538'}], 'stops': 1, 'totalDuration': 1245, 'connectionInformations': [], 'bookingClass': 'K', 'programIDs': ['152791'], 'programCodes': ['P39']}], 'cabinClass': 'Economy', 'offerInformation': {'discounted': False, 'negotiated': True, 'negotiatedType': 'OTHER'}, 'status': 'AVAILABLE', 'departureDates': ['2025-12-13'], 'taxes': {'alternatives': [[{'amount': 14014, 'currency': 'BDT'}]]}, 'fare': {'alternatives': [[{'amount': 77320, 'currency': 'BDT'}]]}, 'total': {'alternatives': [[{'amount': 91334, 'currency': 'BDT'}]]}}",2025-12-15,9,,False,alternate,Economy,YYZ,DAC,2025-12-15
2025-12-16,BG,2025-12-16T13:40:00,K,EV,Economy,BDT,2025-12-16T03:55:00,YYZ,KLBDO,305,305,DAC,91334,"{'brandId': 'EV', 'soldout': False, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 9, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '28', 'segments': [{'@type': 'Segment', '@id': '29', 'segmentOfferInformation': {'flightsMiles': 8804, 'awardFare': False}, 'duration': 1245, 'cabinClass': 'Economy', 'equipment': '789', 'flight': {'flightNumber': 305, 'operatingFlightNumber': 305, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [{'airport': 'IST', 'arrival': '2025-12-16T09:40:00', 'departure': '2025-12-16T10:45:00', 'elapsedTime': 525, 'duration': 65}], 'departureTerminal': '2', 'arrivalTerminal': '3'}, 'origin': 'DAC', 'destination': 'YYZ', 'departure': '2025-12-16T03:55:00', 'arrival': '2025-12-16T13:40:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '-05:00', 'bookingClass': 'K', 'layoverDuration': 65, 'fareBasis': 'KLBDO', 'subjectToGovernmentApproval': False, 'fareComponentBeginAirport': 'DAC', 'fareComponentEndAirport': 'YYZ', 'fareComponentDirectionality': 'FROM', 'meals': [{'passengerType': 'ADT', 'mealCode': 'M'}], 'segmentRef': '4492838676461041492'}], 'stops': 1, 'totalDuration': 1245, 'connectionInformations': [], 'bookingClass': 'K', 'programIDs': ['152791'], 'programCodes': ['P39']}], 'cabinClass': 'Economy', 'offerInformation': {'discounted': False, 'negotiated': True, 'negotiatedType': 'OTHER'}, 'status': 'AVAILABLE', 'departureDates': ['2025-12-16'], 'taxes': {'alternatives': [[{'amount': 14014, 'currency': 'BDT'}]]}, 'fare': {'alternatives': [[{'amount': 77320, 'currency': 'BDT'}]]}, 'total': {'alternatives': [[{'amount': 91334, 'currency': 'BDT'}]]}}",2025-12-15,9,,False,alternate,Economy,YYZ,DAC,2025-12-15
2025-12-18,BG,2025-12-18T13:40:00,B,EV,Economy,BDT,2025-12-18T03:55:00,YYZ,BLBDO,305,305,DAC,96857,"{'brandId': 'EV', 'soldout': False, 'bundlePrice': {}, 'availableObFees': [], 'seatsRemaining': {'count': 9, 'lowAvailability': False}, 'itineraryPart': [{'@type': 'ItineraryPart', '@id': '30', 'segments': [{'@type': 'Segment', '@id': '31', 'segmentOfferInformation': {'flightsMiles': 8804, 'awardFare': False}, 'duration': 1245, 'cabinClass': 'Economy', 'equipment': '789', 'flight': {'flightNumber': 305, 'operatingFlightNumber': 305, 'airlineCode': 'BG', 'operatingAirlineCode': 'BG', 'stopAirports': [{'airport': 'IST', 'arrival': '2025-12-18T09:40:00', 'departure': '2025-12-18T10:45:00', 'elapsedTime': 525, 'duration': 65}], 'departureTerminal': '2', 'arrivalTerminal': '3'}, 'origin': 'DAC', 'destination': 'YYZ', 'departure': '2025-12-18T03:55:00', 'arrival': '2025-12-18T13:40:00', 'departureGMTOffset': '+06:00', 'arrivalGMTOffset': '-05:00', 'bookingClass': 'B', 'layoverDuration': 65, 'fareBasis': 'BLBDO', 'subjectToGovernmentApproval': False, 'fareComponentBeginAirport': 'DAC', 'fareComponentEndAirport': 'YYZ', 'fareComponentDirectionality': 'FROM', 'meals': [{'passengerType': 'ADT', 'mealCode': 'M'}], 'segmentRef': '139511812525679623'}], 'stops': 1, 'totalDuration': 1245, 'connectionInformations': [], 'bookingClass': 'B', 'programIDs': ['152791'], 'programCodes': ['P39']}], 'cabinClass': 'Economy', 'offerInformation': {'discounted': False, 'negotiated': True, 'negotiatedType': 'OTHER'}, 'status': 'AVAILABLE', 'departureDates': ['2025-12-18'], 'taxes': {'alternatives': [[{'amount': 14014, 'currency': 'BDT'}]]}, 'fare': {'alternatives': [[{'amount': 82843, 'currency': 'BDT'}]]}, 'total': {'alternatives': [[{'amount': 96857, 'currency': 'BDT'}]]}}",2025-12-15,9,,False,alternate,Economy,YYZ,DAC,2025-12-15
